action_id,action_name,action_type,hazard_name,sector_names,subsector_names,primary_purpose,description,cobenefits_airquality,cobenefits_waterquality,cobenefits_habitat,cobenefits_costofliving,cobenefits_housing,cobenefits_mobility,cobenefits_stakeholderengagement,equity_and_inclusion_considerations,ghgreduction_stationary_energy,ghgreduction_transportation,ghgreduction_waste,ghgreduction_ippu,ghgreduction_afolu,adaptation_effectiveness,cost_investment_needed,timeline_for_implementation,dependencies,key_performance_indicators,powers_and_mandates,adaptation_effectiveness_droughts,adaptation_effectiveness_heatwaves,adaptation_effectiveness_floods,adaptation_effectiveness_sealevelrise,adaptation_effectiveness_landslides,adaptation_effectiveness_storms,adaptation_effectiveness_wildfires,adaptation_effectiveness_diseases,biome
icare_0001,Estimular la producción de energía solar en instalaciones industriales,{mitigation},,{ippu},{industrial_processes},{ghg_reduction},Fomentar la instalación de sistemas de energía solar en fábricas para reducir la dependencia de los combustibles fósiles y minimizar las emisiones asociadas.,2,1,1,1,0,0,2,,,,,80-100,,,high,>10 years,"['Disponibilidad de financiación o subsidios para apoyar las instalaciones de energía solar en industrias.', 'Experiencia técnica y capacidad para la instalación de paneles solares y sistemas relacionados.', 'Marcos regulatorios que faciliten la integración de la energía solar en las operaciones industriales.']","['Emisiones totales de gases de efecto invernadero evitadas mediante la adopción de energía solar en industrias (toneladas de CO₂/año).', 'Período promedio de retorno de la inversión (ROI) para instalaciones solares industriales (años).', 'Porcentaje de necesidades energéticas industriales cubiertas por sistemas de energía solar (%).']",{local},,,,,,,,,none
icare_0003,Introducir políticas de renovación para edificios antiguos,{mitigation},,{stationary_energy},{residential_buildings},{ghg_reduction},Modernizar estructuras antiguas para mejorar la eficiencia energética y reducir las emisiones.,0,0,0,1,1,0,0,,60-79,,,,,,medium,<5 years,"['Disponibilidad de financiación y mecanismos financieros para apoyar la modernización de edificios antiguos para mejorar la eficiencia energética', 'Acceso a experiencia en tecnologías energéticamente eficientes y soluciones de renovación para estructuras existentes', 'Apoyo político y regulatorio para fomentar mejoras energéticamente eficientes en edificios antiguos, incluyendo incentivos y códigos de construcción actualizados']","['Reducción en el consumo de energía en edificios renovados (kWh/año).', 'Reducción estimada en emisiones equivalentes de CO₂ a partir de medidas de renovación.']",{local},,,,,,,,,none
icare_0004,Aumentar la concienciación para reducir el consumo de energía en horas pico,{mitigation},,{stationary_energy},{energy_industries},{ghg_reduction},"Lanzar campañas educativas e iniciativas para alentar a los consumidores a cambiar el uso de energía a horas fuera de pico, aliviando la presión sobre la red y reduciendo los costos de energía en general.",1,0,0,1,0,0,2,,60-79,,,,,,low,5-10 years,"['Desarrollo de campañas educativas dirigidas para aumentar la conciencia sobre los beneficios de cambiar el uso de energía a horas fuera de pico', 'Colaboración con compañías de servicios públicos para proporcionar datos y herramientas que ayuden a los consumidores a entender los tiempos de energía pico y fuera de pico', 'Incentivos o mecanismos de precios, como tarifas por tiempo de uso, para alentar a los consumidores a adoptar patrones de consumo de energía que reduzcan la tensión en la red durante las horas pico']","['Porcentaje de reducción en el consumo de energía durante las horas pico.', 'Número de hogares y empresas que participan en programas de concienciación.', 'Reducción estimada en las emisiones equivalentes de CO₂ por la disminución del uso de energía en horas pico.']",{local},,,,,,,,,none
icare_0005,Crear líneas de crédito para proyectos de energía eólica residencial y comunitaria,{mitigation},,{stationary_energy},{energy_generation_supplied_to_the_grid},{ghg_reduction},"Establecer programas de financiamiento accesibles para apoyar el desarrollo y la adopción de sistemas de energía eólica en hogares y proyectos comunitarios, permitiendo una transición hacia fuentes de energía más limpias.",2,0,0,2,2,0,1,,60-79,,,,,,medium,5-10 years,"['Disponibilidad de programas financieros, subvenciones o subsidios para hacer que los sistemas de energía eólica sean asequibles para hogares y proyectos comunitarios', 'Acceso a experiencia técnica y recursos para guiar la instalación y el mantenimiento de sistemas de energía eólica en entornos residenciales y comunitarios', 'Apoyo político y regulatorio para fomentar la adopción de energía eólica, incluyendo procesos de permisos simplificados e incentivos para proyectos de energía limpia']","['Número de proyectos de energía eólica financiados anualmente.', 'Capacidad instalada de sistemas de energía eólica de proyectos apoyados por crédito (MW).', 'Reducción estimada en emisiones equivalentes de CO₂ por la adopción de energía eólica.']",{local},,,,,,,,,none
icare_0006,Expandir la electrificación rural con energía renovable,{mitigation},,{stationary_energy},{energy_generation_supplied_to_the_grid},{ghg_reduction},"Extender el acceso a la electricidad en áreas rurales implementando soluciones de energía renovable como paneles solares, turbinas eólicas y microredes, asegurando energía confiable, limpia y sostenible para comunidades desatendidas.",2,1,0,1,1,0,1,,80-100,,,,,,high,>10 years,"['Disponibilidad de financiamiento y mecanismos financieros para apoyar la instalación de sistemas de energía renovable en áreas rurales', 'Desarrollo de infraestructura, como microrredes, para asegurar una distribución confiable de electricidad en comunidades remotas', 'Colaboración con gobiernos locales, proveedores de energía y organizaciones comunitarias para facilitar la implementación y el mantenimiento de soluciones de energía renovable en regiones desatendidas']","['Porcentaje de áreas rurales electrificadas con energía renovable.', 'Capacidad instalada de sistemas de energía renovable en áreas rurales (MW).', 'Reducción anual de emisiones equivalentes de CO₂ de proyectos de electrificación rural.']",{local},,,,,,,,,none
icare_0008,Desarrollar Redes Inteligentes y Sistemas de Almacenamiento de Energía,{mitigation},,{stationary_energy},{energy_industries},{ghg_reduction},"Esta acción se centra en el desarrollo de redes inteligentes y sistemas de almacenamiento de energía para optimizar la gestión energética y mejorar la integración de fuentes de energía renovable. Las redes inteligentes permiten una distribución y uso más eficientes de la electricidad, mientras que los sistemas de almacenamiento de energía ayudan a almacenar el exceso de energía renovable para su uso posterior. Juntos, aseguran un suministro de energía estable, confiable y sostenible, permitiendo a los municipios gestionar mejor la demanda de energía, reducir la congestión de la red y apoyar la transición hacia la energía limpia.",2,0,0,1,0,0,1,,80-100,,,,,,high,5-10 years,"['Inversión en el desarrollo y despliegue de redes inteligentes y tecnologías de almacenamiento de energía para mejorar la gestión energética', 'Experiencia técnica e infraestructura para integrar fuentes de energía renovable en la red inteligente y asegurar un almacenamiento de energía efectivo', 'Marcos de políticas y regulaciones para apoyar la adopción generalizada de redes inteligentes y sistemas de almacenamiento de energía, incluyendo incentivos y estándares de integración de la red']","['Porcentaje de la red cubierta por tecnología de red inteligente.', 'Capacidad instalada de sistemas de almacenamiento de energía (MW o MWh).', 'Reducción de pérdidas de energía en toda la red (%).']",{national},,,,,,,,,none
icare_0009,Desplegar sistemas de cogeneración en industrias,{mitigation},,{stationary_energy},{manufacturing_industries_and_construction},{ghg_reduction},Utilizar sistemas de cogeneración para maximizar la eficiencia energética en los procesos industriales.,-1,0,0,0,0,0,0,,80-100,,,,,,high,5-10 years,"['Disponibilidad de experiencia técnica y recursos para diseñar e implementar sistemas de cogeneración (CHP) en procesos industriales', 'Inversión en infraestructura para integrar sistemas de cogeneración en instalaciones y procesos industriales existentes', 'Apoyo político y regulatorio para incentivar la adopción de tecnologías energéticamente eficientes como los sistemas de cogeneración en el sector industrial']","['Capacidad instalada de sistemas de cogeneración en instalaciones industriales (MW).', 'Energía anual generada y utilizada de sistemas de cogeneración (kWh/año).', 'Reducción estimada en emisiones equivalentes de CO₂ de la cogeneración industrial.']",{local},,,,,,,,,none
icare_0010,Promover Certificaciones de Edificios Verdes y de Cero Emisiones Netas,{mitigation},,{stationary_energy},{residential_buildings},{ghg_reduction},"Esta acción se centra en promover edificios sostenibles apoyando los objetivos de energía neta cero y fomentando certificaciones de construcción ecológica como LEED. Su objetivo es incentivar la construcción y renovación de edificios que produzcan tanta energía como consumen, reduciendo su impacto ambiental. Esta iniciativa también fomenta la adopción de prácticas y tecnologías sostenibles, asegurando la eficiencia energética a largo plazo y la responsabilidad ambiental en infraestructuras residenciales, comerciales y públicas.",0,0,0,1,1,0,1,,80-100,,,,,,medium,5-10 years,"['Disponibilidad de incentivos financieros, subsidios o créditos fiscales para alentar a los propietarios de viviendas a instalar sistemas de energía solar, eólica y otras energías limpias', 'Acceso a información y recursos educativos para ayudar a los propietarios a comprender los beneficios, costos y procesos de instalación de sistemas de energía limpia', 'Desarrollo de regulaciones y políticas de apoyo que faciliten la instalación de tecnologías de energía renovable en áreas residenciales']","['Número de edificios certificados como edificios de cero neto o edificios verdes anualmente.', 'Reducción en el consumo de energía y agua en edificios certificados (kWh/año, m³/año).', 'Reducción estimada en emisiones equivalentes de CO₂ por prácticas de construcción verde.']",{local},,,,,,,,,none
icare_0012,Expandir la energía solar en instalaciones públicas y áreas remotas,{mitigation},,{stationary_energy},{energy_generation_supplied_to_the_grid},{ghg_reduction},"Esta acción tiene como objetivo expandir los sistemas de energía solar en instalaciones públicas y áreas remotas para aumentar el alcance de la energía limpia y renovable. Al instalar paneles solares en regiones desatendidas y edificios municipales, esta iniciativa busca proporcionar energía confiable y de bajo costo, reducir las emisiones de carbono y promover la independencia energética, especialmente en áreas con acceso limitado a las redes eléctricas tradicionales.",0,0,0,1,0,0,1,,80-100,,,,,,medium,5-10 years,"['Disponibilidad de financiamiento y mecanismos financieros para apoyar la instalación de sistemas de energía solar en instalaciones públicas y áreas remotas', 'Desarrollo de infraestructura para apoyar la integración de sistemas de energía solar en regiones desatendidas, incluyendo conexión a la red o soluciones fuera de la red', 'Colaboración con gobiernos locales, proveedores de energía y organizaciones comunitarias para asegurar la implementación y mantenimiento efectivos de los sistemas de energía solar en estas áreas']","['Capacidad instalada (MW)', 'Porcentaje de áreas remotas alimentadas por sistemas de energía solar', 'Reducción anual de emisiones de CO2 equivalente por la adopción de energía solar']",{national},,,,,,,,,none
icare_0014,Lanzar programas de eficiencia energética para edificios públicos y privados,{mitigation},,{stationary_energy},{commercial_and_institutional_buildings_and_facilities},{ghg_reduction},"Mejorar el aislamiento de los edificios, la iluminación y los sistemas HVAC para reducir el consumo de energía.",0,0,0,1,0,0,1,,20-39,,,,,,medium,5-10 years,"['Disponibilidad de incentivos financieros o subsidios para apoyar la renovación de edificios existentes con mejoras en aislamiento, iluminación y sistemas HVAC', 'Acceso a experiencia técnica y tecnologías para mejorar la eficiencia energética de los edificios mediante soluciones modernas de aislamiento, iluminación y HVAC', 'Apoyo político y regulatorio para integrar estándares de eficiencia energética en los códigos de construcción y prácticas de renovación']","['El número de edificios que participan en programas de eficiencia energética se proporciona.', 'Se proporciona la reducción en el consumo de energía en los edificios participantes (kWh/año).', 'Se proporciona la reducción estimada en emisiones equivalentes de CO₂ a partir del ahorro de energía.']",{national},,,,,,,,,none
